Readings,Temperature,Pressure,Flow1,Flow2,VRR12,VRR22,VRR23,VRR33,VRS01,VRS03,VRS21,VRS31,VRS02,VRI01,VRI02,VRI03
36,250.8155213,11.60893291,4463.868108,13207.10622,19.06075319,0.05928476747,0.05141905083,0.1121215698,0.03392915019,0.05091012426,0.2325044025,0.2997093595,0.1599509979,1.76361837,0.00333842438,0.004995125884
37,221.9129376,14.83234313,4438.270896,12816.10148,19.06166561,0.05819530914,0.04966546245,0.1132756742,0.03384034771,0.05126376283,0.2343939369,0.2523549678,0.07961792141,1.763481125,0.003245059022,0.004997246926
38,137.0383702,11.6655421,4363.102797,12877.17134,19.06173536,0.05845065904,0.04867670124,0.1126503852,0.0338542175,0.05289050643,0.2337738452,0.3120363999,0.2607381478,1.764149399,0.003100938358,0.004995046569
39,279.2990487,15.5543257,4489.094188,12158.74701,19.06121486,0.05928750929,0.05132616749,0.1114731795,0.0336910536,0.05048964518,0.2315259898,0.2488207695,0.2956469189,1.767989159,0.003231298082,0.00499876793
40,73.52702751,0.2960568626,4306.85477,12814.91944,19.06244266,0.05794808504,0.05054763508,0.1113054646,0.03384007925,0.04907534934,0.2344742918,0.3928356649,0.2672293435,1.765634994,0.003275262456,0.004999517735
41,164.3715975,13.61821411,4387.310128,12225.6886,19.06263689,0.05887972676,0.0488359824,0.1113740357,0.03370625694,0.05126448512,0.234572462,0.3006226485,0.2967772277,1.769654149,0.003302246759,0.004993714161
42,151.5221025,0.6810537685,4375.930133,13993.21954,19.06275034,0.0581631241,0.04789038576,0.1136367205,0.03410768718,0.04799315851,0.2335675745,0.3548177718,0.3197669798,1.771996039,0.003302938636,0.004999335028
43,237.7963492,8.618086213,4452.337841,13411.07638,19.06206775,0.05893165531,0.04929081727,0.1119456075,0.03397547458,0.0501439727,0.2319871605,0.3218157318,0.3274267257,1.766742234,0.003146290296,0.00499889713
44,244.4660527,10.87735017,4458.24478,12930.42315,19.06120896,0.05827514983,0.04942069912,0.1125581111,0.03386631171,0.05013910752,0.2324916391,0.3289515436,0.30652095,1.770974402,0.003213970819,0.004999003092
45,107.7767949,12.53753024,4337.187648,12240.86289,19.0617187,0.05896256834,0.05131921393,0.1133924196,0.03370970323,0.05112010079,0.231205636,0.3508705311,0.1956958017,1.768895324,0.003157502517,0.00499771416
46,175.8356415,4.728348376,4397.463115,13500.78485,19.06201973,0.05768827436,0.05011447009,0.1122161986,0.03399584859,0.05032206868,0.2340527545,0.3230774096,0.2282249997,1.763816278,0.003019494087,0.004995300713
47,165.908938,10.04922361,4388.671654,13929.53953,19.06081863,0.05881934356,0.04861588554,0.1126471005,0.03409322459,0.05005870268,0.2306936722,0.3237552562,0.3539834881,1.76807065,0.003312906781,0.004993070788
48,211.0116298,14.75534561,4428.616289,13732.60431,19.0608794,0.0584217643,0.05060656407,0.1128850167,0.03404849793,0.05202602754,0.232169977,0.3579271914,0.3360360966,1.766040344,0.003201803556,0.004996123756
49,225.1791785,10.71106009,4441.163601,13758.64795,19.06109963,0.05855971206,0.04854765751,0.1111794941,0.03405441279,0.04903654376,0.233734604,0.3613244569,0.2959567474,1.771513377,0.003186958718,0.004999132364
50,235.3628579,13.06353491,4450.18265,12347.14648,19.06119855,0.05913180069,0.04872915641,0.1113393782,0.03373384167,0.05433848033,0.23121614,0.2512066698,0.1057783354,1.761471995,0.003212037029,0.004995712523
51,127.8090791,8.206008473,4354.92899,12575.1751,19.06230139,0.05942669237,0.04955424544,0.1131071534,0.03378563006,0.05398634182,0.2330498167,0.2854587622,0.319097501,1.770299822,0.003321817027,0.004999474355
52,218.5141844,6.761857749,4435.260833,13701.75497,19.06070207,0.05850139269,0.04782214647,0.1128121391,0.03404149162,0.04924102297,0.2346446573,0.2542839962,0.3141483684,1.763980731,0.003207737873,0.004996667465
53,212.9855907,14.56855923,4430.364503,12924.65774,19.06080341,0.05873270972,0.05036666557,0.111516972,0.03386500231,0.04763688888,0.2304365485,0.2830838346,0.1740525418,1.771763424,0.003229142516,0.004998861541
54,102.3254528,11.78080222,4332.359735,13993.31673,19.06239563,0.05830766375,0.04851926704,0.1136144984,0.03410770925,0.05378651474,0.2346253503,0.2473556543,0.316364204,1.770875998,0.003250064752,0.00499904156
55,92.52551015,13.72941006,4323.680539,12561.90493,19.06098102,0.0583864509,0.05004442837,0.1120030588,0.03378261623,0.05492884363,0.2342327959,0.2895021641,0.3602515792,1.764478187,0.003337718032,0.004998234043
56,177.7679576,0.2923945178,4399.174446,12715.99906,19.06136504,0.05817677474,0.05013089506,0.1136591036,0.03381761309,0.05133159599,0.2336131203,0.3879017394,0.235055676,1.77069349,0.003058069145,0.004994645315
57,281.4385923,1.690524734,4490.989048,13479.27393,19.06112598,0.05881985843,0.05116754534,0.1112429605,0.03399096316,0.04721906685,0.232737871,0.2791390229,0.3980932168,1.764735411,0.003025721507,0.004997268838
58,142.2707176,9.064832016,4367.73676,13092.6929,19.06106916,0.05882034563,0.04952450993,0.1115279853,0.03390316537,0.04744940466,0.2335639245,0.3075083973,0.08834649663,1.765741557,0.003256477724,0.004993865305
59,197.2949493,14.21901072,4416.468282,13142.32348,19.06108064,0.05854671444,0.04828976393,0.1111539303,0.03391443715,0.0493155112,0.234047705,0.3017361507,0.1258387453,1.773459767,0.003254240149,0.004995154588
60,116.076949,4.470731984,4344.538576,12147.63133,19.06269012,0.05842447727,0.05085213827,0.1129037514,0.03368852908,0.05123084375,0.2322020745,0.2497627859,0.3668683234,1.76695772,0.003240447672,0.004998464098
61,234.5944793,12.89032917,4449.502145,12166.39541,19.06186415,0.05844064582,0.04988645733,0.1124606771,0.03369279065,0.04762008142,0.2334149516,0.316603511,0.2848918799,1.772173811,0.003217133628,0.00499865663
62,123.1061816,10.62354622,4350.763928,12394.83383,19.06230771,0.05848276962,0.05190205665,0.1132300257,0.03374467212,0.0481663656,0.2328657694,0.251608084,0.1286824663,1.768889815,0.003225336174,0.004999998224
63,179.474081,12.0587727,4400.685453,13792.71851,19.06245744,0.05937914785,0.0484799093,0.1136981293,0.03406215068,0.05448321524,0.2346880186,0.2680300688,0.1221386599,1.763299061,0.003233536944,0.004994297644
64,222.8674724,14.85197629,4439.116268,13346.3483,19.06169264,0.05945177446,0.04789820234,0.1131406453,0.03396077395,0.05453147079,0.2316936565,0.2666227964,0.3860165317,1.769104568,0.003037438493,0.004999058624
65,265.970299,12.76580768,4477.289747,13214.0751,19.0607507,0.05806376372,0.05129603331,0.1130225009,0.03393073291,0.05310306095,0.2349008105,0.2967979678,0.3194809255,1.760647534,0.003045028575,0.004998848683
66,281.3369094,3.523526127,4490.898994,12103.25018,19.06137503,0.05904000535,0.04826970028,0.1112095359,0.03367844951,0.05021453489,0.2328914271,0.3873072416,0.3734536826,1.761629933,0.003359851059,0.004994758936
67,188.7447332,0.8298898589,4408.89589,13015.1833,19.06113596,0.05932801434,0.04997532914,0.113646299,0.03388556189,0.05050895141,0.2321195726,0.2537451755,0.0890164539,1.772761563,0.00305540676,0.004996352017
68,96.93558257,2.645921706,4327.586264,12601.61228,19.06250089,0.05794803575,0.04797510378,0.1126563816,0.03379163431,0.04934739359,0.2339403663,0.3681072715,0.232264229,1.765755641,0.003177919159,0.004993207006
69,99.33300024,11.94765929,4329.709507,12480.84385,19.06146789,0.05944970512,0.04997425206,0.1136712007,0.03376420616,0.05229912576,0.231265569,0.3036847811,0.3813685092,1.762012878,0.003264269648,0.004998885848
70,123.6484064,2.23547501,4351.244143,13551.21461,19.06137234,0.05905787339,0.05152477728,0.1115978495,0.03400730187,0.04703698449,0.2329731164,0.3851156056,0.2533916458,1.773383528,0.003318187683,0.004997480891
71,254.6936612,3.753159799,4467.302734,13784.13475,19.06183952,0.05856799433,0.0481861861,0.1135512721,0.03406020119,0.05151266801,0.2325346481,0.253293993,0.2990632358,1.761436287,0.00306365022,0.004999014986
72,122.9235173,7.587015923,4350.602154,12106.08611,19.06113704,0.05882774096,0.04936868159,0.1125115297,0.03367909359,0.05446601074,0.2325448652,0.290457375,0.1258969931,1.768065465,0.003100508626,0.00499381162
73,248.7543761,7.779744473,4462.04268,13112.7108,19.06091484,0.05780381867,0.04965970601,0.1134581852,0.03390771171,0.05135310705,0.2309338675,0.2663452479,0.2874314384,1.76896994,0.003090435077,0.004999757096
74,120.5064055,1.595475156,4348.461469,12302.5455,19.06126613,0.05784472398,0.04784860903,0.1131078754,0.03372371219,0.05236343969,0.2320825029,0.2663519473,0.2091887298,1.768456249,0.003071181169,0.004994997874
75,274.5897554,8.462757888,4484.923461,13977.68461,19.06150747,0.05910572514,0.05057607794,0.1113554921,0.03410415899,0.04815760321,0.2323800399,0.3533939396,0.3979831464,1.760749578,0.003349725132,0.00499452844
76,144.4273673,1.376793165,4369.646769,13051.89524,19.06216545,0.0585942932,0.04927000733,0.1121481833,0.03389389967,0.05388102689,0.2327358707,0.2751094952,0.1786055428,1.760779455,0.003038202324,0.004994628998
77,109.9614433,2.859398664,4339.122455,13072.47332,19.0615926,0.05920341874,0.04904137084,0.1113133358,0.03389857323,0.05401999591,0.2304970753,0.3251796096,0.1814380625,1.773084366,0.003001126267,0.004999012893
78,122.2048645,12.43183511,4349.965688,13424.23838,19.06193408,0.05783249746,0.04911872312,0.1114417118,0.03397846384,0.05455968192,0.2311902873,0.3185160924,0.08761312896,1.764270827,0.003096261301,0.004996681286
79,204.210429,5.627150444,4422.592891,13636.6481,19.06134821,0.05771213803,0.04876206829,0.1112195141,0.03402670497,0.05323346953,0.2341674664,0.3518319388,0.3319317699,1.768062238,0.003077954309,0.004999396479
80,172.1336372,5.141051458,4394.184481,13747.32878,19.06221218,0.05790834116,0.04966880826,0.1125942534,0.03405184205,0.05447226308,0.2327003277,0.3426878176,0.2999476525,1.770399627,0.003326968015,5.00E-03
81,144.8039011,13.60401896,4369.980242,13242.80131,19.06141549,0.05796017013,0.04826038578,0.1114928612,0.03393725703,0.0552712799,0.2336982933,0.3897102022,0.1882439102,1.772032658,0.003136366537,0.004993085054
82,252.4717171,16.29152344,4465.334897,12021.20259,19.06272324,0.05866367043,0.05012564865,0.1112322181,0.0336598154,0.05097788271,0.2327124066,0.2431646315,0.2044634478,1.769625147,0.00332067252,0.004998181363
83,197.294127,16.07610628,4416.467554,12444.32077,19.06155804,0.05914985284,0.05020081745,0.1121488616,0.03375591127,0.04804892468,0.2312616611,0.3587553118,0.1510788712,1.763862868,0.003278899975,0.004993237254
84,189.3082906,9.613928238,4409.394998,12105.17973,19.06169659,0.05764289361,0.05005737618,0.1123368491,0.03367888774,0.05339367232,0.231161823,0.3346328164,0.3131815983,1.768801844,0.003229132348,0.004999196922
85,271.877673,3.962237944,4482.521539,13028.39675,19.06203422,0.05795412212,0.05014819005,0.1116289322,0.03388856284,0.04839065341,0.2342111949,0.264897491,0.3534785966,1.763333921,0.003215201874,0.004996899591
86,130.0142414,4.927666235,4356.881965,13784.77891,19.06230346,0.05857342813,0.05031730309,0.1115726853,0.03406034749,0.04763774834,0.2328670848,0.2740663726,0.1266420083,1.77256875,0.003237989042,0.004997548573
87,235.9276442,11.21390938,4450.682846,13158.66942,19.06123956,0.05859428072,0.05022427088,0.1131368394,0.03391814953,0.05002859949,0.2327478276,0.2529784275,0.144632241,1.762753509,0.00313296052,0.004999953212
88,235.1476909,9.566433237,4449.99209,13255.46743,19.06107895,0.05944331967,0.0519988644,0.1126951601,0.03394013367,0.05115088902,0.2326370783,0.2810070766,0.1754573426,1.766410029,0.003035417218,0.004995872631
89,151.2721024,3.405850882,4375.708724,12288.44164,19.06273237,0.05945251292,0.05112589766,0.1135010931,0.03372050901,0.04861287054,0.2345128027,0.3596770232,0.1929655202,1.770361977,0.003154286314,0.00499648795
90,193.3748624,15.89869203,4412.996507,13496.48253,19.06236155,0.05806604111,0.05064973478,0.1127046758,0.03399487147,0.04927588706,0.2342102976,0.3782831783,0.338514393,1.769622201,0.003031071393,0.004994184084
91,82.83132372,5.653299568,4315.095004,12561.04145,19.06137759,0.0581437578,0.04938902499,0.1122182556,0.03378242012,0.04858822771,0.2335329565,0.3488255134,0.1286872106,1.769004741,0.003079949922,0.004995913979
92,77.90952442,2.581695633,4310.736074,13736.69166,19.06139202,0.05815985182,0.04894844635,0.1120936893,0.03404942622,0.0536937523,0.234123176,0.2925089161,0.1790322859,1.77134337,0.003196291952,0.004996587618
93,185.0556647,5.525295928,4405.628713,13603.44675,19.0611288,0.05876826633,0.05198320036,0.113589229,0.03401916449,0.04730690627,0.2311894407,0.3084921493,0.1542175106,1.762154651,0.003114034872,0.004995738719
94,240.8635612,1.979410335,4455.054279,12976.26621,19.06211505,0.05803875736,0.05103031232,0.1137300326,0.03387672329,0.04871691007,0.2350598728,0.3287403432,0.1579724933,1.770511178,0.003307771838,0.004995690505
95,275.6564053,12.83049525,4485.868126,13946.16727,19.06110852,0.0584944276,0.04850415265,0.1116133621,0.03409700097,0.05215115714,0.2337924508,0.2684321089,0.3919836972,1.761937272,0.003248462992,0.004993486886
96,94.97662233,13.17057968,4325.851335,13053.79603,19.06127622,0.05826103844,0.04884366531,0.1137136129,0.03389433136,0.04717204173,0.2308874496,0.3035835542,0.1304299433,1.7612075,0.003223166818,0.004999088153
97,193.6000132,9.785986841,4413.195909,12434.89887,19.06202149,0.05764047704,0.05008194377,0.1136005093,0.03375377143,0.05248352531,0.230593489,0.2582032217,0.1389033928,1.769537786,0.003115297719,0.004993794433
98,171.2577219,1.42097576,4393.408738,12392.97254,19.06091192,0.05832369026,0.04850939847,0.1117938237,0.03374424939,0.05068195712,0.2338181393,0.35835111,0.2603499326,1.771316961,0.0030195208,0.004999783771
99,68.46145812,3.293846933,4302.368512,12035.36676,19.06086766,0.05873148398,0.05152844828,0.1113662639,0.03366303227,0.04720670054,0.2341615607,0.289618372,0.130070832,1.769844267,0.00310758632,0.004995068093
100,141.5375131,12.8879883,4367.087406,12688.31143,19.06224335,0.05880972383,0.05093698633,0.1121252562,0.03381132486,0.05016977863,0.2342974881,0.3475283876,0.2182626945,1.770333203,0.003319716147,0.00499767931
101,102.2289619,5.937194803,4332.274279,13669.76688,19.06139601,0.05795673755,0.05041797462,0.1128627794,0.0340342267,0.05482193918,0.2338681591,0.3252667329,0.1299917894,1.764834005,0.003326182332,0.004996300721
102,244.260374,13.93457005,4458.062624,12549.0556,19.06198057,0.05905807112,0.04945388246,0.1120982153,0.03377969797,0.05287257304,0.2306609186,0.3631189029,0.2368623999,1.769013287,0.003343307929,0.004996652264
103,135.7161552,2.32184243,4361.931793,13314.47083,19.06168743,0.05808748558,0.05010694897,0.113101527,0.03395353415,0.04842570366,0.2309945281,0.2557391941,0.322302992,1.766712756,0.003341700669,0.004995558654
104,184.5468571,11.61552058,4405.178094,12339.37016,19.06225728,0.05851207391,0.0490652695,0.1122431493,0.03373207556,0.05293507375,0.2341675416,0.270398869,0.1212351807,1.766654872,0.003350933051,0.004998700352
105,103.007856,3.25172581,4332.964097,12588.96483,19.0620023,0.05783473471,0.0515909355,0.1126128411,0.0337887619,0.05294837542,0.2337600934,0.3907271174,0.08881242586,1.761438403,0.003110506751,5.00E-03
106,201.0505761,6.652270838,4419.794406,12740.84941,19.06132456,0.05846844958,0.05004277038,0.1119192239,0.03382325695,0.05449908683,0.2305404478,0.3875757844,0.1927509905,1.766965383,0.00300605187,0.004994176987
107,124.8759324,5.699292463,4352.331286,13297.20925,19.06263251,0.05940063988,0.04834468387,0.1125067593,0.03394961381,0.05366889865,0.2320318954,0.3901200492,0.2435954679,1.768539467,0.003208087689,0.004995806286
108,212.7566458,15.31389496,4430.161741,13134.99108,19.06171792,0.0580563183,0.0484098011,0.1132688863,0.03391277186,0.0517640719,0.2350093704,0.3448426589,0.3186788949,1.769513957,0.003199098293,0.004997609213
109,220.6514623,13.9255907,4437.153686,13023.9619,19.06092997,0.05843879559,0.05117404754,0.1114362437,0.03388755563,0.05204575973,0.2334745542,0.2972674122,0.2633886894,1.769925686,0.003216715341,0.004997269559
110,233.8944436,10.48524809,4448.882167,12120.77688,19.06239651,0.05881530286,0.05199400393,0.1128305597,0.03368243007,0.0505823353,0.232293238,0.3228127662,0.3652685716,1.769733047,0.0031585209,0.004993111238
111,167.0224005,14.37174537,4389.657778,13554.87287,19.06258114,0.05836187105,0.05068402555,0.1130963987,0.03400813271,0.05218609144,0.2325991837,0.3049442597,0.1322992681,1.76333143,0.003237516352,0.004994544869
112,84.62150379,3.679053371,4316.680454,12059.98714,19.06201402,0.05818890972,0.04963022702,0.1124828061,0.03366862389,0.04726140213,0.2328684849,0.3582466076,0.1408249039,1.76622266,0.003151851184,0.004994122837
113,117.237515,1.185569974,4345.566417,13360.07219,19.06140671,0.05915633651,0.04885564052,0.1115777294,0.03396389083,0.05121798973,0.2326055554,0.2787801836,0.08510426631,1.768001854,0.003069098257,0.004993556873
114,271.0111738,11.28368192,4481.754135,13784.59388,19.0618386,0.05856630144,0.05150000209,0.1112265791,0.03406030546,0.05243645058,0.2335213426,0.2830829132,0.3424835591,1.762444953,0.003101669396,0.004998295396
115,100.0259685,8.930365498,4330.323226,12741.67824,19.06087038,0.05939126522,0.04905477807,0.1122104716,0.03382344518,0.04889846277,0.2318578498,0.2976288349,0.3886966927,1.772769416,0.003001310337,0.004995517332
116,251.3456148,8.637668247,4464.337579,13246.62596,19.06142459,0.05941099195,0.05072657654,0.1118378952,0.03393812566,0.04980359506,0.2342912702,0.2821529733,0.1728735091,1.762845333,0.003023954736,0.004997017739
117,186.7509763,4.328471558,4407.130145,13384.65695,19.06262175,0.05777322775,0.05147780199,0.1118824085,0.03396947437,0.05351298643,0.2328814705,0.3952092194,0.396292986,1.771651853,0.003111052378,0.004994872538
118,289.6154828,14.1631779,4498.230809,13569.17223,19.06245795,0.05877396634,0.05035203656,0.1122790113,0.03401138029,0.05502888354,0.2313720621,0.2885362603,0.1806257659,1.765737104,0.003177428348,0.00499935873
119,83.35289897,13.675213,4315.55693,13264.19269,19.06110595,0.05916146815,0.04810789411,0.1118548311,0.0339421153,0.05423505587,0.2339168656,0.3566591185,0.3951229167,1.760782735,0.003066701114,0.004995402176
120,165.2555349,0.3896002511,4388.092976,13379.88233,19.06238395,0.05910572952,0.05001146929,0.1129345063,0.03396838998,0.04950192105,0.2304100427,0.2698020827,0.1428468602,1.771818883,0.003108095103,0.004995083286
121,89.75164684,7.935377103,4321.223901,13604.44359,19.06127016,0.0584640038,0.05003728901,0.1136240091,0.03401939089,0.05479260404,0.2326139727,0.2777497796,0.3013073899,1.76071174,0.003009297904,0.004993321529
122,281.9226169,15.66678967,4491.417718,12751.19729,19.06203263,0.05802086334,0.0484591644,0.1130055993,0.03382560709,0.0501818098,0.2347346031,0.3192207539,0.2008021841,1.771973295,0.003313412296,0.00499330979
123,66.8283958,7.670374994,4300.922211,12095.69973,19.06185366,0.05777985614,0.05105693325,0.1114347697,0.03367673471,0.04979831388,0.2345821712,0.3927279373,0.2866337853,1.762685825,0.003087359511,0.004999103455
124,239.9070792,14.11614976,4454.207182,12205.8969,19.06187633,0.05796910574,0.05183298721,0.1123417466,0.03370176198,0.05115104675,0.2332507376,0.3536175114,0.2840473259,1.763498191,0.003165826913,4.99E-03
125,249.4326,8.937484086,4462.643341,13080.45081,19.06248225,0.05901693599,0.04847843957,0.1126329539,0.03390038503,0.05388530208,0.2346667205,0.3041766127,0.1330605735,1.768621086,0.003060782033,0.004998023391
126,260.9801073,7.266529515,4472.870246,13697.82048,19.06090957,0.05821546788,0.04936661732,0.1125277492,0.03404059805,0.05153495952,0.2315100964,0.3303057976,0.2452470245,1.765280536,0.003055271985,0.004994709255
127,84.75957274,0.5190833177,4316.802733,13064.40625,19.06251994,0.05787613698,0.04905729368,0.1112836118,0.03389674109,0.05524160338,0.230768252,0.357197664,0.0911880736,1.76514154,0.003297247435,0.004996898208
128,155.6170219,8.423724943,4379.556747,13816.31021,19.06221591,0.05842112779,0.05022385323,0.112659366,0.03406750867,0.04998087231,0.2335403545,0.2583669016,0.4006914786,1.769129031,0.003361263079,0.004994757966
